,event_id,num_perimeters_0_5h,dt_first_last_0_5h,low_temporal_resolution_0_5h,area_first_ha,area_growth_rel_0_5h,area_growth_rate_ha_per_h,log1p_area_first,log1p_growth,log_area_ratio_0_5h,radial_growth_rate_m_per_h,spread_bearing_deg,spread_bearing_sin,spread_bearing_cos,dist_min_ci_0_5h,dist_slope_ci_0_5h,closing_speed_m_per_h,dist_accel_m_per_h2,dist_fit_r2_0_5h,alignment_cos,alignment_abs,cross_track_component,along_track_speed,event_start_month,time_to_hit_hours,event,log_distance,inv_distance,inv_distance_sq,sqrt_distance,dist_km,dist_km_sq,dist_rank,fire_radius_km,radius_to_dist,area_to_dist_ratio,log_area_dist_ratio,has_movement,eta_hours,log_eta,effective_closing_speed,eta_effective,threat_score,fire_urgency,growth_intensity,zone_near,zone_far,is_summer,near_speed_rank,far_threat_rank
10,15846088,1,0.0,1,634.4801392954881,0.0,0.0,6.4543808380490795,0.0,0.0,0.0,0.0,0.0,1.0,260304.51268013407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,66.64396895027778,0,12.46961126893794,0.0038401792261885358,1.4746976489249982e-05,510.2004632300269,260.30451268013405,67758.43932164207,0.8009049773755657,1.4211308909633287,0.005459493868666176,2.436517450351742,-6.015230430888861,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
11,16870867,1,0.0,1,117.21989018926946,0.0,0.0,4.772546366528168,0.0,0.0,0.0,0.0,0.0,1.0,2702.951028089216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,15.924687885833333,1,7.9024693260850984,0.3567668467906499,0.12728258296894307,51.9899127532372,2.702951028089216,7.305944260248549,0.22624434389140272,0.610837538995622,0.22598912545871705,41.8201706039719,-3.1299229595569305,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
12,17127751,1,0.0,1,17.342013260676058,0.0,0.0,2.909194235104328,0.0,0.0,0.0,0.0,0.0,1.0,4262.349089985605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,10.90745898861111,1,8.35781030175071,0.22923429083097516,0.0525483600927801,65.28666854715138,4.262349089985605,18.167619764901115,0.2986425339366516,0.2349496598678871,0.0551221063567744,3.9753841113924437,-5.448616066646382,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
13,17735080,1,0.0,1,49.258258350741144,0.0,0.0,3.9171748787243583,0.0,0.0,0.0,0.0,0.0,1.0,482691.6929178341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18.280465280277777,0,13.087135483597054,0.0020712866742928593,4.290228487103173e-06,694.7601693518665,482.6916929178341,232991.27041188462,0.9366515837104072,0.395972102669319,0.0008203416559247128,0.10202797412076509,-9.169960604872696,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5131578947368421
14,17888481,1,0.0,1,36.68345930383195,0.0,0.0,3.6292212529206567,0.0,0.0,0.0,0.0,0.0,1.0,300641.42047886824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,55.464342727222224,0,12.613676865702123,0.003325115637239818,1.105639400101676e-05,548.3077789698667,300.6414204788682,90385.26370755164,0.8552036199095022,0.3417119804137758,0.0011366097854031206,0.12197674415922212,-8.984455612781467,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5131578947368421
15,18032557,1,0.0,1,1749.2787161206838,0.0,0.0,7.467530320590697,0.0,0.0,0.0,0.0,0.0,1.0,54957.203500339485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,64.56748538083333,0,10.914328238959138,0.018162927581198963,0.00032989193831987803,234.42952779106025,54.95720350033948,3020.2942165777263,0.5520361990950227,2.359687922230612,0.04293682669308375,31.772022640232677,-3.446797918368441,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
16,18104294,1,0.0,1,147.35792481976532,0.0,0.0,4.999627765059055,0.0,0.0,0.0,0.0,0.0,1.0,1742.7642463456348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23.84384341166667,1,7.463801415483619,0.5426630139927496,0.2944831467556952,41.7464279471386,1.7427642463456348,3.0372272183406683,0.09049773755656108,0.6848757863850866,0.39298246324549524,79.96569561841086,-2.4641736504245646,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
17,18150961,2,3.003965943888889,0,9.167085205198797,0.0,0.0,2.3191555618223605,0.0,0.0,0.0,0.0,0.0,1.0,2965.2175707679403,-1.5138232569233294e-13,0.0,0.0,0.0,0.9536824744959824,0.9536824744959824,-0.0,0.0,7,3.534845605,1,7.995042874952896,0.3262411156508757,0.10643326554112806,54.453811352080216,2.9652175707679405,8.792515241990927,0.25339366515837103,0.17082077883863955,0.05760817706014062,2.9906801046106923,-5.675887313130535,1.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
18,18292206,12,4.8656351075,0,25.219057731293777,0.8034675042006285,4.164449845904145,3.2664865406682084,3.056954052267535,0.5897111853469055,19.969100769660457,60.412438383407334,0.869602139222779,0.4937530956451479,1135.2609506094304,3.4367192350893994e-13,0.0,-1.5832420265200645e-13,0.0,0.4377043441191068,0.4377043441191068,31.287778536562215,15.23135109803544,8,5.818159579722223,1,7.035498282945297,0.809545545422316,0.6553639901131152,33.6936336807034,1.1352609506094304,1.2888174259786276,0.04072398190045249,0.2833279971360149,0.24957081187714494,20.415975846117096,-3.7690117422770886,1.0,9999.0,9.210340371976184,19.969100769660457,56.85087995220396,0.0,0.0,49.97339815084975,1.0,0.0,1.0,0.5,0.0
19,18475932,1,0.0,1,3638.729983344333,0.0,0.0,8.199664777479375,0.0,0.0,0.0,0.0,0.0,1.0,495662.49367088394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,66.42810308166666,0,13.113652535282712,0.0020170949048514716,4.068671855177767e-06,704.0330202986817,495.6624936708839,245681.30763203904,0.9457013574660633,3.4032979987827705,0.0068661600226757,7.339663709534134,-4.913987757803337,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5131578947368421
20,18522515,1,0.0,1,1255.878023141695,0.0,0.0,7.136386165808316,0.0,0.0,0.0,0.0,0.0,1.0,7223.986277370042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,37.394760509444446,0,8.885300613652884,0.1365376670748062,0.018642534530230615,84.99403671652524,7.2239862773700425,52.185977735630686,0.37104072398190047,1.9993958852787435,0.27677182770156666,171.4746554102865,-1.7489144478445677,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
21,18675176,1,0.0,1,133.18923377698803,0.0,0.0,4.899250996110634,0.0,0.0,0.0,0.0,0.0,1.0,34605.51639645969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,24.172499523888888,0,10.451797278470771,0.02881386315006712,0.0008302387096307959,186.02557995195093,34.605516396459684,1197.54176506564,0.5158371040723982,0.6511178836774439,0.018815436135033562,3.837696355112431,-5.552546282360137,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
22,19306260,1,0.0,1,71.41059638820151,0.0,0.0,4.282352647635304,0.0,0.0,0.0,0.0,0.0,1.0,45739.22237974609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,66.44223063222222,0,10.730733329387125,0.021815378797565437,0.0004759107520812676,213.86730086608867,45.73922237974609,2092.0764639038653,0.5384615384615384,0.4767672263132716,0.010423597112232284,1.5578492103686743,-6.4483806817518206,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
23,19552816,1,0.0,1,323.0736767637297,0.0,0.0,5.780970887360374,0.0,0.0,0.0,0.0,0.0,1.0,754124.4345047245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,61.26587258194445,0,13.533313991913591,0.0013258652918831362,1.757918772220354e-06,868.4033823660088,754.1244345047245,568703.6627170705,0.9909502262443439,1.0140884837115625,0.001344723015608917,0.42835217474210047,-7.752343104553217,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5131578947368421
24,19771815,7,4.308694648888888,0,193.31118334531632,0.1827170679566563,8.19766901634497,5.269460911831095,3.5924030416870494,0.1678143907207934,15.93509482096259,132.6570114631603,0.7354232056884815,-0.6776080788589208,2617.3835080811086,4.406513573096272,-9.446721697093292,10.500676983217897,0.168120230892693,-0.8880168114437759,0.8880168114437759,-4.878717850256379,-9.42209647838055,8,0.5237634105555555,1,7.870312424695209,0.3680010558046531,0.1354247770733394,51.16037048420495,2.6173835080811085,6.85069642837497,0.19909502262443438,0.7844288416975853,0.2996996195917335,71.13871956992327,-2.6008515128641143,1.0,9999.0,9.210340371976184,15.93509482096259,164.2527727314145,-1.0658849645825073,-66.12705187965304,57.38368311441479,1.0,0.0,1.0,0.057971014492753624,0.0
25,20307683,1,0.0,1,37.726426410899506,0.0,0.0,3.6565222199925302,0.0,0.0,0.0,0.0,0.0,1.0,756438.2813420099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,57.64380657,0,13.536377546387891,0.0013218101775710777,1.747182145530484e-06,869.7346039695154,756.4382813420099,572198.8734796537,0.995475113122172,0.346535633044779,0.0004581148807408112,0.04986717439331327,-9.879855326395361,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5131578947368421
26,20620516,9,4.994457122777778,0,106.48770654882048,0.5058109911787159,10.784485895806473,4.677376483342988,4.004832832824249,0.4093316144816269,26.474767149693477,95.742627290994,0.9949814020176077,-0.100060030177269,1784.1743506993566,56.83809873748648,-42.62531484108409,9.809666189053653,0.5429377895551766,-0.3738901708007817,0.3738901708007817,83.64277382364884,-33.718729769626165,7,1.3979693241666669,1,7.487271364905626,0.5307364467777761,0.28168117593829917,42.239488049683516,1.7841743506993566,3.1832781136934707,0.09502262443438914,0.5822034846299698,0.3263153538788174,56.5169069992355,-2.809894881562639,1.0,9999.0,9.210340371976184,26.474767149693477,67.39150303423966,-2.1285706727648313,-383.62783356975683,97.06037306225825,1.0,0.0,1.0,0.014492753623188406,0.0
27,20698681,1,0.0,1,424.78822033290027,0.0,0.0,6.053942087287834,0.0,0.0,0.0,0.0,0.0,1.0,2684.938303011368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.5644396191666665,1,7.895785406979971,0.3590743819777604,0.1289344117927106,51.81639029314343,2.6849383030113683,7.208893690977566,0.22171945701357465,1.1628167958297666,0.4330888328143617,152.5305676874689,-1.8418433196921367,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
28,21481903,1,0.0,1,515.4908093505156,0.0,0.0,6.247057494307506,0.0,0.0,0.0,0.0,0.0,1.0,123439.33954300523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,62.81666410138889,0,11.723513237705694,0.008094587551618652,6.552234763081964e-05,351.33935097424717,123.43933954300523,15237.270546813335,0.6425339366515838,1.2809598777992728,0.010377241830210838,4.172685488342507,-5.476455743398188,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
29,21530188,1,0.0,1,2300.0090479739565,0.0,0.0,7.741103022219706,0.0,0.0,0.0,0.0,0.0,1.0,168375.4595384633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,48.92529547111111,0,12.033957582054981,0.005935582563415997,3.523114036712802e-05,410.33578876142803,168.3754595384633,28350.295374788693,0.7194570135746606,2.7057635119911696,0.016069821097492366,13.651893600853242,-4.292854559835275,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
30,21692904,4,4.814281675277778,0,255.03540195736647,0.0,0.0,5.545315723814498,0.0,0.0,0.0,0.0,0.0,1.0,2429.801581387567,-6.414650303389624e-14,0.0,-4.6459633805689014e-14,0.0,0.9916337879646764,0.9916337879646764,-0.0,0.0,9,0.5841728619444445,1,7.795976350823588,0.3952879179763622,0.15625253809808726,49.29301757234555,2.429801581387567,5.903935724913521,0.1583710407239819,0.9010010531064135,0.3708126046209445,100.81241304999205,-2.2506606270090908,1.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
31,22577693,2,3.901123271944445,0,65.5204178961082,0.0,0.0,4.197508936567594,0.0,0.0,0.0,0.0,0.0,1.0,1315.955435148432,-2.9142077754684965e-14,0.0,0.0,0.0,0.5744695741130472,0.5744695741130472,0.0,0.0,6,5.458663006666667,1,7.183077863014669,0.7062369162029254,0.49877058180781786,36.276100054284115,1.315955435148432,1.7317387072966988,0.06334841628959276,0.4566814728366436,0.34703414769143204,46.27293788327442,-2.9855689264470753,1.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
32,22620173,1,0.0,1,17.77225087576183,0.0,0.0,2.9323797622026513,0.0,0.0,0.0,0.0,0.0,1.0,2035.1785649158428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,37.61671081416667,1,7.618830077614367,0.4683449039960808,0.21934694909909816,45.11295340493507,2.0351785649158427,4.141951791092909,0.12669683257918551,0.23784623506571473,0.11686750202950863,8.323543130202937,-4.686450315411716,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
33,22622416,1,0.0,1,215.7885080873527,0.0,0.0,5.378922261183416,0.0,0.0,0.0,0.0,0.0,1.0,281070.0071533009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,66.27108549638889,0,12.546362610889739,0.0035565671108539498,1.2649169614008011e-05,530.1603598471889,281.07000715330093,79000.34892115663,0.8280542986425339,0.8287799192129068,0.0029486601135669185,0.7674663107637202,-7.167440349706323,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
34,23007167,1,0.0,1,3316.037396530084,0.0,0.0,8.106827313086118,0.0,0.0,0.0,0.0,0.0,1.0,73004.06017225636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,63.71642466,0,11.198284035156355,0.013679130784852207,0.00018711861902909137,270.1926353035115,73.00406017225636,5329.592801634427,0.5927601809954751,3.248888250264519,0.044502843302120745,45.36050923459584,-3.0914567220702374,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
35,23708068,1,0.0,1,29.924270208905945,0.0,0.0,3.431541319258171,0.0,0.0,0.0,0.0,0.0,1.0,125950.4087088763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18.80461026,0,11.743651466385746,0.00793333405454941,6.293778922107339e-05,354.8949262935106,125.95040870887631,15863.505453932985,0.6515837104072398,0.30862908230317265,0.002450401594301632,0.23739923190585194,-8.312110147127575,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
36,23886014,1,0.0,1,845.1139642092239,0.0,0.0,6.740654060000885,0.0,0.0,0.0,0.0,0.0,1.0,3222.8564535805303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.211343435,1,8.078333578311625,0.3009458921773326,0.0905684300184107,56.77020744704506,3.22285645358053,10.386803720385672,0.2669683257918552,1.6401467305084938,0.5089108851516868,254.3335759504672,-1.3376795183107397,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
37,24491699,1,0.0,1,14.957306504551417,0.0,0.0,2.7699168124002,0.0,0.0,0.0,0.0,0.0,1.0,2582.8683348089985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14.728139878333334,1,7.857042909583007,0.3727353992834661,0.1389316778790049,50.821927696703895,2.5828683348089987,6.6712088349590095,0.19457013574660634,0.2181984997904393,0.08447914159998207,5.575117612179157,-5.087126097182807,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
38,24514437,1,0.0,1,396.04628745321816,0.0,0.0,5.9840528669719,0.0,0.0,0.0,0.0,0.0,1.0,299438.36176757596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,66.40391278694445,0,12.609667211155974,0.0033384705521489794,1.1145385627565912e-05,547.2096141037509,299.43836176757594,89663.33249804968,0.8506787330316742,1.1227887097880294,0.003749648853140393,1.3221888679504985,-6.625614344184075,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
39,24870571,1,0.0,1,3434.8277823681788,0.0,0.0,8.142013160302088,0.0,0.0,0.0,0.0,0.0,1.0,40011.74104537321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,65.689654365,0,10.596953208511724,0.0249303563978644,0.0006215226701245383,200.02935045980928,40.011741045373206,1600.939421482003,0.5248868778280543,3.3065686753287573,0.08263995989524968,85.63148077972491,-2.454940048209636,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
40,24959246,1,0.0,1,20.1706265492949,0.0,0.0,3.052614680802106,0.0,0.0,0.0,0.0,0.0,1.0,255528.74001806916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,66.44899791333334,0,12.451094081139967,0.003911923205228469,1.530314316360498e-05,505.4985064449441,255.52874001806916,65294.93697522198,0.7963800904977375,0.2533872498994732,0.0009916193766758112,0.07890594206218415,-9.39847940033786,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5131578947368421
41,25027537,3,4.256380718888889,0,22.440412874252004,0.0128291863961156,0.0676378027679642,3.154461578642935,0.2530069592516001,0.0127475889598088,0.4014975320354059,192.87207018382617,-0.222774925344535,-0.9748699054939264,15398.260744418094,0.0045186234219281,-0.0041981653014778,0.0027992518944744,0.917414799259244,-0.0361307848090062,0.0361307848090062,-0.122694940106166,-0.0044359608498888,6,11.25434434111111,0,9.642074783640295,0.06452336920193857,0.004163265173169675,124.08972860159737,15.398260744418094,237.10643395308728,0.4434389140271493,0.2672640130642438,0.017356766293305407,1.4479310449292977,-6.48761320499736,1.0,9999.0,9.210340371976184,0.4014975320354059,9999.0,-1.5731365966761797e-05,-0.0125944959044334,0.2029134083038926,0.0,1.0,1.0,0.0,0.03289473684210526
42,25766655,3,3.798553041388889,0,35.11873173105349,0.3727627933614506,3.446300840541213,3.586811615281532,2.645533211425968,0.3168253389142902,15.10842123730019,107.2029499933534,0.9552631357071314,-0.2957572341617001,2622.1526141363815,25.22867172119379,-23.439546392084893,17.513908335051585,0.9173863201714112,-0.6798815087889938,0.6798815087889938,-24.733603207178195,-22.931154124941298,6,1.4752310216666666,1,7.872132161222869,0.3673563321934673,0.13495067480263712,51.206958649546664,2.6221526141363816,6.875684331822259,0.20361990950226244,0.3343447248010758,0.12750772895466797,12.901088480006145,-4.285320545941337,1.0,9999.0,9.210340371976184,15.10842123730019,173.55569936471727,-2.0243707600438396,-70.31863917625468,10.33890252162364,1.0,0.0,1.0,0.028985507246376812,0.0
43,25909534,7,2.336493922222222,0,12.10249445761074,0.0001070993425937,0.0005547496562377,2.5728026286916705,0.00129532989803,0.0001070935990202,0.0044982442746835,102.32292516167666,0.9769602586042716,-0.2134213042502436,4495.637587349567,-0.0085274664930321,0.0238687136922722,-0.0678442780461135,0.1042292440489147,0.9370666318787806,0.9370666318787806,0.0088889121601899,0.0238564775755502,8,1.9929637366666664,1,8.411085193652047,0.21759766321711368,0.04734874303754843,67.04951593672818,4.4956375873495675,20.21075731679024,0.3031674208144796,0.19627388092515094,0.04365874186065463,2.633474513074167,-5.838282564960377,1.0,9999.0,9.210340371976184,0.0283669579669557,9999.0,0.0026591782905464783,0.1670809958459054,0.0038832475936639004,1.0,0.0,1.0,0.9420289855072463,0.0
44,26151072,1,0.0,1,1682.2966672354564,0.0,0.0,7.4285094515237455,0.0,0.0,0.0,0.0,0.0,1.0,2832.952535027779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4.443049115555556,1,7.949427671708033,0.3409533526564652,0.11624918868768393,53.2254876448096,2.832952535027779,8.02562006572032,0.2398190045248869,2.31406927440621,0.816840114966317,573.5846888567266,-0.5209182201842877,0.0,9999.0,9.210340371976184,0.0,9999.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
